Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>100	>5k	>500	>50	>10k+	>1k	>10
230929-COI-COL-FN-3-22_S167_L001_R2_001										11.902915829880266	8.37887993492132	4.031827541500369	4.1494013269949415	0.0	6.114472379693418	12.37575310776114
230929-COI-COL-FN-3-23_S168_L001_R1_001										19.393939393939394	0.0	0.0	5.299356317785028	16.567028186814802	0.0	23.07556652852482
230929-COI-COL-FN-3-23_S168_L001_R2_001										9.197307703612262	8.978044264174235	2.61999235811069	4.251241807012903	7.78003115539488	10.275989771625078	12.381036357757987
230929-COI-COL-FN-3-24_S169_L001_R1_001										24.19607037232284	0.0	0.0	12.788713265844049	10.60409760630456	0.0	16.69064233954914
230929-COI-COL-FN-3-24_S169_L001_R2_001										5.895335019076296	22.45909988473807	4.68463799712292	3.587415898998383	9.833897729608019	9.420205684468232	7.901250011168792
230929-COI-COL-FN-3-25_S204_L001_R1_001										20.757183132841412	0.0	0.0	5.769303838350064	16.744811654115342	0.0	21.913019689497162
230929-COI-COL-FN-3-25_S204_L001_R2_001										5.156049333931136	6.436512580456408	4.073924904820165	6.138624394914624	8.61443997781037	9.419953948918256	13.799366227686882
230929-COI-COL-FN-3-26_S205_L001_R1_001										42.75619147632799	6.777806948455413	0.0	5.3568303141681985	0.0	0.0	16.84059683206441
230929-COI-COL-FN-3-26_S205_L001_R2_001										5.741883258948105	0.0	2.5411306554651265	3.175592894022928	40.57604795659403	9.940273037542662	6.979084624135819
230929-COI-COL-FN-3-27_S206_L001_R1_001										13.609042867514223	0.0	14.214320687501056	6.311097604214151	12.89908659609313	0.0	19.48032213949248
230929-COI-COL-FN-3-27_S206_L001_R2_001										6.062908372587753	6.102584882405578	2.4835806783839	3.9777811545020176	22.45606037582941	11.977240878623647	9.771395768964528
230929-COI-COL-FN-3-28_S171_L001_R1_001										34.929601863168735	0.0	8.172535584020633	7.5219663359285525	0.0	3.341385250555775	17.879105755998037
230929-COI-COL-FN-3-28_S171_L001_R2_001										5.982157464704693	18.367995072611613	5.873408463174509	1.9363096555640031	23.12023020142625	13.049880183622209	6.07550837752264
230929-COI-EN-8-22-23_S170_L001_R1_001										10.849239083209836	0.0	0.632063849161712	3.1978145588944242	22.601341498979295	0.0	24.59692538432696
230929-COI-EN-8-22-23_S170_L001_R2_001										12.3175079305563	4.7386933776135125	2.9174924563001055	6.327780456014427	0.0	7.2169550234792075	13.025157569589515
230929-COI-EN-8-23-23_S142_L001_R1_001										6.899877366922326	0.0	0.21034690611294715	6.379829976512648	25.78952838228264	0.0	29.385795348257155
230929-COI-EN-8-23-23_S142_L001_R2_001										12.013221440857661	0.0	2.1787281544438155	6.584531009598127	4.544127695861757	5.9627407062238795	16.292338438665023
230929-COI-EN-9-1-23_S172_L001_R1_001										9.114379802414929	0.0	1.1964873765093305	5.794511525795828	24.338529088913283	0.0	26.720087815587267
230929-COI-EN-9-1-23_S172_L001_R2_001										11.570059676266359	0.0	3.125305436976935	5.732649161481214	5.37700010369834	7.323403101349492	14.073541286550862
230929-COI-NEG-PCR_S173_L001_R1_001										8.330284288529272	0.0	0.23716425608449748	5.650504525076373	25.69088416421641	0.0	24.525781694269703
230929-COI-NEG-PCR_S173_L001_R2_001										11.381567699079135	4.489916673204256	2.047828730598842	6.038195790472417	0.0	6.1444138605306575	14.79399713758778
230929-COI-POS-PCR_S174_L001_R1_001										19.78557933125357	0.0	0.0	10.422250538248605	0.0	8.976668570675338	6.1206555648314955
230929-COI-POS-PCR_S174_L001_R2_001										2.9658596599147593	27.263939540401598	2.2101146799068503	2.539654642119601	0.0	0.0	7.443209279845337
230929-MiFishU-COL-071-B1_S4_L001_R1_001										8.802890657729368	35.714285714285715	1.3903435274403015	2.0606409719312944	0.0	37.41097612065354	4.105571847507331
230929-MiFishU-COL-071-B1_S4_L001_R2_001										9.711457896941768	32.16904063678257	2.4769585253456223	4.226015919564307	0.0	24.389924591537497	6.634897360703812
230929-MiFishU-COL-071-B2_S5_L001_R1_001										8.412177203918077	46.641251113089936	4.64993321460374	2.4905387355298307	0.0	23.263579697239535	4.10173642030276
230929-MiFishU-COL-071-B2_S5_L001_R2_001										8.787845057880677	39.00545414069457	9.032724844167408	5.668410507569011	0.0	11.462043633125557	5.9439002671415855
230929-MiFishU-COL-071-B3_S6_L001_R1_001										9.022328974290543	23.89289209145094	1.9766924650831776	2.3289742905435458	22.41793434747798	26.556356196067966	4.197135486166711
230929-MiFishU-COL-071-B3_S6_L001_R2_001										13.771016813450759	12.733742549595231	3.6704919491148473	3.2256916644426656	20.32203540610266	20.072947246686237	6.309047237790232
230929-MiFishU-COL-071-S1_S1_L001_R1_001										5.738953783646521	9.013317532870605	3.026070763500931	1.9129845945488402	58.95829806444331	9.759607245640765	3.5663901585689293
230929-MiFishU-COL-071-S1_S1_L001_R2_001										9.034478866881102	0.0	3.4916201117318435	2.542181592460922	52.932960893854755	12.322950172112183	5.132328875345635
230929-MiFishU-COL-071-S2_S2_L001_R1_001										4.8922832051156755	0.0	2.8622090669198443	1.8206442064699888	55.403990338299145	21.180347095206848	4.141127849992321
230929-MiFishU-COL-071-S2_S2_L001_R2_001										8.163578738673332	0.0	5.17710791226282	3.214051352219259	37.08585231001214	23.55249012188822	5.9882998478142495
230929-MiFishU-COL-071-S3_S3_L001_R1_001										4.599184851657231	0.0	1.8711821683759031	1.2420340085580412	73.05131775539452	9.039812170307053	3.4415115818146704
230929-MiFishU-COL-071-S3_S3_L001_R2_001										6.7376787583725495	18.440444367650198	3.78810208665779	2.65990425564353	40.332564261538614	7.20013822964416	6.028235437608627
230929-MiFishU-COL-072-B1_S10_L001_R1_001										7.3148617296461245	0.0	5.277474065975093	1.4907064188378358	62.217659137576995	11.349635990293075	3.9281047494599854
230929-MiFishU-COL-072-B1_S10_L001_R2_001										13.304354782794208	24.312648337288994	5.97349262647004	2.2693938505026803	29.830128803434757	2.888077015387077	5.149470652550734
230929-MiFishU-COL-072-B2_S11_L001_R1_001										6.78707307473652	11.338027142461481	6.599029168671011	1.769653503593242	40.05189428725529	21.859739653940906	3.669042725324704
230929-MiFishU-COL-072-B2_S11_L001_R2_001										11.725776592177956	0.0	6.511566886780076	3.1034533024299935	33.42808413871518	23.543388580341396	5.8089532222562354
230929-MiFishU-COL-072-S1_S7_L001_R1_001										3.154462323669101	23.043524491387256	2.2187566456369177	1.7952080527397745	27.730913730771956	29.760048203019778	3.4539590274331893
230929-MiFishU-COL-072-S1_S7_L001_R2_001										8.2884383639328	10.920110583398312	7.313744949315942	2.48989863188488	20.527043311831005	27.826610902388886	5.803856241582193
230929-MiFishU-COL-072-S2_S8_L001_R1_001										3.668300369610808	6.953086076448028	3.9996755767203123	1.050899695273848	66.04562781697892	8.323774433128252	3.2836270522669073
230929-MiFishU-COL-072-S2_S8_L001_R2_001										6.4328501743775135	7.243908373596579	5.100397418517617	1.9164146592976237	45.20490806075985	14.31517721621653	5.067955090548855
230929-MiFishU-COL-072-S3_S9_L001_R1_001										5.800745495048413	0.0	5.061867266591676	1.9674011336818193	51.798672224795425	22.788327929597035	3.9877368270142703
230929-MiFishU-COL-072-S3_S9_L001_R2_001										8.401155737885706	41.591124638831914	7.179249652616952	2.1923730121970046	0.0	18.6947219832815	6.391848077813803
230929-MiFishU-COL-073-B1_S15_L001_R1_001										7.375913092339389	9.859524255478554	5.300618093275895	1.8898670162951863	35.71080726727852	24.753699194605733	4.918524068177561
230929-MiFishU-COL-073-B1_S15_L001_R2_001										13.184116875819441	0.0	5.8887432103390145	2.689642255103952	33.356433789099086	21.936692264469002	6.400074920397078
230929-MiFishU-COL-073-B2_S16_L001_R1_001										7.1303399665096	0.0	2.731804197982788	2.7668522917559097	34.27314147747186	38.72424938665836	4.18630008956735
230929-MiFishU-COL-073-B2_S16_L001_R2_001										11.82289029946649	0.0	4.638031075976478	2.6558666614743562	31.732154678920523	25.441021846645118	5.936757661902722
230929-MiFishU-COL-073-B3_S17_L001_R1_001										9.179287760949652	42.54332105334971	5.270159639787146	2.0910083231000134	0.0	24.75098922090326	4.830126893164143
230929-MiFishU-COL-073-B3_S17_L001_R2_001										15.95715650156911	36.87065083913221	3.8170282439623415	2.38436348751535	0.0	15.196479738027016	6.678946650293355
230929-MiFishU-COL-073-S1_S12_L001_R1_001										5.031492602900249	53.36165226307309	3.5862506713539375	1.4061813388018163	0.0	22.159562521361263	4.611591230896929
230929-MiFishU-COL-073-S1_S12_L001_R2_001										7.257946389336459	32.796250183096525	3.950002441287047	2.763536936673014	0.0	30.110834431912505	6.42302621942288
230929-MiFishU-COL-073-S2_S13_L001_R1_001										8.664131209888282	33.04215196894065	2.7790983281831867	2.943506853656604	23.029078519927108	16.228904207273594	3.7100863639965134
230929-MiFishU-COL-073-S2_S13_L001_R2_001										7.972823072656683	42.462958561128275	4.858965216702322	3.2247840900087157	0.0	19.08327390856509	5.366056572379367
230929-MiFishU-COL-073-S3_S14_L001_R1_001										5.812304316412	59.50921887125692	2.1515159624287508	2.0096871738606867	0.0	16.66354464930825	3.9176857823329496
230929-MiFishU-COL-073-S3_S14_L001_R2_001										7.201156038427574	36.18774920388557	4.174583210682652	3.722336696192031	0.0	26.361422569509486	5.092456314057106
230929-MiFishU-COL-074-B1_S21_L001_R1_001										7.655336652955184	11.296817492963845	3.106733059103702	2.0502273219311538	41.17990907122754	22.825286858627408	3.201991773111063
230929-MiFishU-COL-074-B1_S21_L001_R2_001										10.086598830915783	0.0	2.7906473262610954	2.953020134228188	35.68521324962113	26.449447932452912	5.680883308075341
230929-MiFishU-COL-074-B2_S22_L001_R1_001										4.935765850958322	14.1453513850128	6.423414904167723	2.428673570588371	42.41298982863205	17.6119196438868	3.4619553935927296
230929-MiFishU-COL-074-B2_S22_L001_R2_001										9.285697811195424	0.0	7.765758701017137	3.395068847014323	35.88347902299513	20.76711949627511	5.796065225915077
230929-MiFishU-COL-074-B3_S23_L001_R1_001										6.639678421757847	0.0	0.0	2.9107392308350204	34.20474955098783	43.12512472560367	3.2842033241155173
230929-MiFishU-COL-074-B3_S23_L001_R2_001										9.148444849901646	0.0	2.0098640134561108	2.99056361718505	28.927787439062634	32.49992872822647	6.628274937993557
230929-MiFishU-COL-074-S1_S18_L001_R1_001										7.848615697231394	29.64185928371857	7.929895859791719	3.8862077724155446	0.0	33.22834645669291	5.598171196342393
230929-MiFishU-COL-074-S1_S18_L001_R2_001										11.028702057404114	26.664973329946662	4.201168402336805	4.780289560579122	0.0	25.496570993141987	7.14249428498857
230929-MiFishU-COL-074-S2_S19_L001_R1_001										12.100595310411858	26.06406673956182	3.729801968169117	4.726035718624712	0.0	36.72700765399101	5.847811120560483
230929-MiFishU-COL-074-S2_S19_L001_R2_001										13.78528327866197	21.953590086259265	0.0	5.013566597821245	0.0	33.033653262058074	6.236585267079739
230929-MiFishU-COL-074-S3_S20_L001_R1_001										9.13934950338889	25.580800545632805	9.24165565454623	3.4826718956477256	0.0	36.82168890404536	4.411952768660216
230929-MiFishU-COL-074-S3_S20_L001_R2_001										15.878767210878554	22.810008951788227	3.337738181508163	3.9259985506628583	0.0	27.486252610938234	7.0505989172599
230929-MiFishU-COL-075-B1_S27_L001_R1_001										9.176013679969858	12.091702170825727	2.3635625887603977	1.7099962322116917	44.00052169376576	17.820189548734895	3.9445845288815464
230929-MiFishU-COL-075-B1_S27_L001_R2_001										8.82676868678086	12.048227690345767	1.8346230762542388	2.2374865953685186	39.22557458771701	16.136278004811174	5.2169376575949915
230929-MiFishU-COL-075-B2_S28_L001_R1_001										6.6018131579548305	47.02564453883218	2.1990820031513323	2.3543650521796717	0.0	26.238268137288483	4.562581352332671
230929-MiFishU-COL-075-B2_S28_L001_R2_001										7.316571898335273	20.543033956749106	5.919024457080222	2.904706446530109	0.0	39.54008814596607	6.0240688725993925
230929-MiFishU-COL-075-B3_S29_L001_R1_001										6.473861404657252	56.14654446834378	2.7845319367810717	1.8773964275694381	0.0	17.97671373795941	4.58477508650519
230929-MiFishU-COL-075-B3_S29_L001_R2_001										9.050313289067615	27.181333582717667	3.5116431310202936	2.380061722622276	0.0	34.39165809408024	6.16291031515945
230929-MiFishU-COL-075-S1_S24_L001_R1_001										8.936057437478919	26.658796318604537	0.0	1.341974654266853	36.05261889847251	12.940297788271577	4.103021249939768
230929-MiFishU-COL-075-S1_S24_L001_R2_001										6.85202139449718	13.06558087987279	0.0	3.103165807353154	33.70356093094974	21.912494579096997	5.4281308726449184
230929-MiFishU-COL-075-S2_S25_L001_R1_001										6.0845979033795174	31.790191334946115	9.130562275493	1.5944578843193316	0.0	34.64555384502602	4.875009163551059
230929-MiFishU-COL-075-S2_S25_L001_R2_001										5.193900740414926	0.0	7.814676343376585	2.646433545927718	40.37094054688073	22.703614104537788	4.911663367788285
230929-MiFishU-COL-075-S3_S26_L001_R1_001										3.330305782621859	24.90509792962109	4.145415589557279	1.9842101585970797	43.85756538345094	8.991825613079019	3.9171848436153613
230929-MiFishU-COL-075-S3_S26_L001_R2_001										5.819884021518899	11.679359090803231	2.075036679941312	3.2185192948135724	40.32930436200191	16.553715736277045	5.2004005682479795
230929-MiFishU-COL-076-B1_S33_L001_R1_001										5.468957363125257	15.144897811451873	4.204570132471105	1.7843785440243225	37.00504307120623	25.418044060516852	2.71215886880776
230929-MiFishU-COL-076-B1_S33_L001_R2_001										7.914484955239727	24.142798542576553	6.039620683830804	3.157348647539995	18.845160823299473	19.750018097145478	4.9743020534227735
230929-MiFishU-COL-076-B2_S34_L001_R1_001										7.822843190450353	32.182582745523604	5.09631036353771	1.2764514378730332	33.286760716223554	8.446825827455235	3.251492132392838
230929-MiFishU-COL-076-B2_S34_L001_R2_001										12.204286489419424	37.10526315789473	2.6410743353228434	2.730602278893109	16.734943027672273	7.2151383613673366	5.212967986977754
230929-MiFishU-COL-076-B3_S35_L001_R1_001										7.063091258268725	16.071555587168362	4.235720890532755	2.6210968063162388	21.04168148516964	36.30770325058681	3.0816558787965005
230929-MiFishU-COL-076-B3_S35_L001_R2_001										9.111601109609504	31.326908030443136	2.537520449534106	2.8078099438082367	0.0	32.276477701116725	5.631623870830073
230929-MiFishU-COL-076-S1_S30_L001_R1_001										9.452544511425767	21.58278424225431	6.33323987102201	2.737277442871162	0.0	44.77078368148044	4.212813682882378
230929-MiFishU-COL-076-S1_S30_L001_R2_001										8.348520958923315	18.82447777933548	19.960044861909434	2.0468246179728022	0.0	23.422823496425067	7.097294266087201
230929-MiFishU-COL-076-S2_S31_L001_R1_001										10.015174506828528	0.0	12.087443095599394	3.5185887708649473	0.0	55.73311836115327	4.917488619119879
230929-MiFishU-COL-076-S2_S31_L001_R2_001										21.415022761760245	0.0	12.457321699544764	3.414264036418816	0.0	36.622723823975726	5.486532625189682
230929-MiFishU-COL-076-S3_S32_L001_R1_001										12.252893393717203	20.041693623750987	12.159442168068434	2.799942491553447	0.0	35.65883114082381	4.9205664581985475
230929-MiFishU-COL-076-S3_S32_L001_R2_001										15.613543239163253	21.75256990870534	16.188627704694127	2.562720149521961	0.0	17.85637265473366	6.063546833441161
230929-MiFishU-COL-077-B1_S43_L001_R1_001										5.2881084329304935	19.211123723041997	6.476597449422447	3.0296454563664286	46.31434866795753	8.04400080122855	3.4102290178273353
230929-MiFishU-COL-077-B1_S43_L001_R2_001										7.685117179675502	9.598050343860587	5.73045336182146	3.1865527141617145	41.299993323095414	12.180343192895773	5.2664084930226345
230929-MiFishU-COL-077-B2_S44_L001_R1_001										10.277998411437649	45.97617156473392	3.1739475774424144	2.6783161239078637	0.0	22.89753772835584	4.6163621922160445
230929-MiFishU-COL-077-B2_S44_L001_R2_001										10.163621922160445	25.09928514694202	3.517077045274027	2.3097696584590945	0.0	33.7251787132645	6.258935663224782
230929-MiFishU-COL-077-B3_S45_L001_R1_001										6.427004678067434	24.817050682299048	3.8996835995884855	1.9372246054700388	23.36704388842518	26.028301337422597	3.8511559291107793
230929-MiFishU-COL-077-B3_S45_L001_R2_001										7.325737135314557	29.881398373352486	4.590717627191024	2.6496108080827687	0.0	31.2479375740047	6.236776209794825
230929-MiFishU-COL-077-S1_S40_L001_R1_001										10.944656488549619	0.0	21.927480916030532	2.7290076335877864	0.0	45.534351145038165	5.458015267175573
230929-MiFishU-COL-077-S1_S40_L001_R2_001										14.82824427480916	0.0	13.64503816793893	1.3549618320610686	0.0	42.05152671755725	7.290076335877862
230929-MiFishU-COL-077-S2_S41_L001_R1_001										4.342035831846622	0.0	0.0	1.555393622634872	29.65298891876272	50.393245722039346	4.083222353443727
230929-MiFishU-COL-077-S2_S41_L001_R2_001										3.359549714802623	0.0	2.253938739100937	2.0604568183531424	27.65786365806468	41.236776641455386	6.791969243912859
230929-MiFishU-COL-077-S3_S42_L001_R1_001										5.4655787445159705	0.0	2.1936118742055846	2.0829062282176394	56.92320308335725	21.111976710812254	3.6737873631555207
230929-MiFishU-COL-077-S3_S42_L001_R2_001										5.8468981918077825	0.0	2.1567099922096027	2.47242609373078	47.61572840214851	17.405387674771415	6.777645659928656
230929-MiFishU-COL-078-B1_S49_L001_R1_001										7.071251159589432	16.306071759882695	10.048777568303557	2.7082024119460155	0.0	49.07083221115001	3.4653020917497086
230929-MiFishU-COL-078-B1_S49_L001_R2_001										13.361462728551334	0.0	15.752461322081576	2.4358859263249246	0.0	42.99308735074962	6.09270730466529
230929-MiFishU-COL-078-B2_S50_L001_R1_001										6.4871340044691195	53.491211499919366	1.2094266166002443	1.3637724895758945	0.0	24.241516736160705	3.999170678891474
230929-MiFishU-COL-078-B2_S50_L001_R2_001										6.6852496026169685	32.35734525098482	1.6240871708631852	2.423460572692299	0.0	34.449077380266765	5.708493630353153
230929-MiFishU-COL-078-B3_S51_L001_R1_001										10.257928926251433	47.89453572793275	5.559801299197555	1.765380206343141	0.0	20.087886893389378	4.239587313717998
230929-MiFishU-COL-078-B3_S51_L001_R2_001										8.349254871990828	46.48070309514711	9.935040122277417	2.3290026748184944	0.0	11.247611769201376	5.651509361864731
230929-MiFishU-COL-078-S1_S46_L001_R1_001										4.0601801445115315	11.86578244085915	5.311293675145996	1.282787290903692	61.06700979906958	6.174403642482431	3.337622488369791
230929-MiFishU-COL-078-S1_S46_L001_R2_001										7.261209541720282	10.252400277145403	1.219439770365238	2.357715530040582	47.114718400475105	11.624270018806296	5.378600415718104
230929-MiFishU-COL-078-S2_S47_L001_R1_001										6.056390280096457	0.0	7.934520497124837	1.5859766277128546	46.89296976442219	24.387868670005563	3.6681506214060473
230929-MiFishU-COL-078-S2_S47_L001_R2_001										5.012984603969579	39.811723242441104	7.489334075310702	3.0931181598961235	0.0	20.51103691337414	6.23724726395845
230929-MiFishU-COL-078-S3_S48_L001_R1_001										2.714414193442891	10.128975553920366	2.265759136620064	1.13747853814079	61.04365955359333	12.640013081514184	3.3245441909901072
230929-MiFishU-COL-078-S3_S48_L001_R2_001										9.621044885945548	33.93119941133186	1.3653830430872373	1.7680484016024856	20.486877606082903	14.004374131305699	4.736938925680648
230929-MiFishU-COL-079-B1_S55_L001_R1_001										4.67133477091561	8.482543066896033	5.52055823419669	1.8123228260606208	64.09759406876167	5.539941366026216	2.9910595304436316
230929-MiFishU-COL-079-B1_S55_L001_R2_001										7.738715382937998	7.492791897850895	1.1593535725534854	2.454389067913648	57.859859956872526	5.350955830688344	5.028711264022485
230929-MiFishU-COL-079-B2_S56_L001_R1_001										3.33338193907756	10.997535688767698	7.649572026422083	1.7600139984543375	51.38307645197509	13.616413187710524	3.9924758307936834
230929-MiFishU-COL-079-B2_S56_L001_R2_001										7.728313332069583	10.398226862450604	2.0910191166392043	2.691786115283104	42.63404249114161	14.132606191399699	5.969757505942052
230929-MiFishU-COL-079-B3_S57_L001_R1_001										4.5451564242146	0.0	0.9208368859447761	1.3163245228569553	70.68341313045188	14.078179313963401	3.104873089788155
230929-MiFishU-COL-079-B3_S57_L001_R2_001										5.8240965435823435	0.0	2.960582409654358	2.7100413196038566	61.07627730045255	10.825080343674164	5.142651013314095
230929-MiFishU-COL-079-S1_S52_L001_R1_001										3.425717852684145	5.052850603412401	1.025384935497295	1.307532251352476	74.66416978776529	6.4852267998335416	2.830628381190179
230929-MiFishU-COL-079-S1_S52_L001_R2_001										7.286724927174365	8.014148980441115	3.843528922180608	2.0266333749479815	54.91885143570537	8.883895131086142	3.735330836454432
230929-MiFishU-COL-079-S2_S53_L001_R1_001										5.251496540464899	0.0	4.907486589442588	0.7871414133561377	67.53284614786598	11.35815906087227	3.5664308481691673
230929-MiFishU-COL-079-S2_S53_L001_R2_001										8.04633444764052	0.0	9.620617274352796	1.714219077975589	58.79460468009018	3.6033584700303196	4.9560755655756825
230929-MiFishU-COL-079-S3_S54_L001_R1_001										3.602873030583874	0.0	10.001544640098857	1.706827309236948	67.27293790546803	5.047111523015137	2.9541241890639482
230929-MiFishU-COL-079-S3_S54_L001_R2_001										6.07429718875502	0.0	11.360827927092988	3.2012666048810625	59.48022860673463	0.0	4.514210688909484
230929-MiFishU-COL-080-B1_S61_L001_R1_001										6.660477009482352	23.544542701024337	2.15369629077183	1.901036513903898	47.713124609975495	5.876622882452322	3.7959848404133876
230929-MiFishU-COL-080-B1_S61_L001_R2_001										8.092723094016833	12.937398213117	6.904004505258672	1.936043591421744	39.12421424331441	9.873517906881174	5.54786076315429
230929-MiFishU-COL-080-B2_S62_L001_R1_001										3.860682985796313	0.0	2.104110003022061	1.96622846781505	63.402840737382895	16.89709882139619	3.4848141432456936
230929-MiFishU-COL-080-B2_S62_L001_R2_001										6.461544273194318	0.0	4.14777878513146	2.009670595346026	55.53981565427621	12.326231489876095	5.184723481414324
230929-MiFishU-COL-080-B3_S63_L001_R1_001										4.998073764674872	0.0	4.515501125326953	2.3216204708124657	46.53784545509844	28.694823496015736	3.621322411241104
230929-MiFishU-COL-080-B3_S63_L001_R2_001										4.454672641375535	0.0	3.4591131207039885	3.436809343255135	40.16099272085808	26.316429773515278	5.5637786654230625
230929-MiFishU-COL-080-S1_S58_L001_R1_001										3.9692250959620514	0.0	1.8756600010057158	1.4281164618917515	56.72069595534622	25.03897148795655	3.0121188756097155
230929-MiFishU-COL-080-S1_S58_L001_R2_001										5.486179788464439	15.85678606748353	3.4512814495717326	2.618213513468211	28.195242964179755	23.597445481821687	5.171055498751236
230929-MiFishU-COL-080-S2_S59_L001_R1_001										3.083218616228856	14.93522412264987	0.0	1.4294065511323992	62.68645458145543	8.150257406324842	3.1058477436874163
230929-MiFishU-COL-080-S2_S59_L001_R2_001										4.523939731090535	13.058892304210904	0.9504233532595373	1.9875916951102228	51.22668728431613	9.594750042429615	5.0990967206622795
230929-MiFishU-COL-080-S3_S60_L001_R1_001										12.264853790277519	41.67908362823617	0.0	0.5587632706276774	0.0	30.196498416837397	4.148817284410504
230929-MiFishU-COL-080-S3_S60_L001_R2_001										11.775935928478301	36.08213820078227	0.0	2.723970944309927	0.0	26.201341031849505	4.875209536226485
230929-MiFishU-COL-081-B1_S75_L001_R1_001										6.049873960959147	0.0	5.5623841169975625	2.8416074665111144	54.62177871294348	17.98920855815504	3.6499239599175017
230929-MiFishU-COL-081-B1_S75_L001_R2_001										5.751963500760401	0.0	5.214474698443782	4.693652215578842	49.96354242619945	13.843461594550114	4.597820878731693
230929-MiFishU-COL-081-B2_S76_L001_R1_001										7.357632385930972	0.0	2.961575665274033	2.4799851818312786	59.10391240815822	15.589948342217374	3.8115622877606046
230929-MiFishU-COL-081-B2_S76_L001_R2_001										5.8140731441272715	0.0	4.29521085019243	3.3361460412850645	54.061618884932805	11.169194673691576	5.756446932433266
230929-MiFishU-COL-081-S1_S72_L001_R1_001										5.892958498881507	22.673700377282895	4.8245467597075224	1.8196387432806918	37.935294314046274	13.926079262795902	3.595873259657441
230929-MiFishU-COL-081-S1_S72_L001_R2_001										13.428600046743014	48.392374211211646	2.704417214784147	3.3354478982337814	0.0	9.345263931087443	5.796133685018864
230929-MiFishU-COL-081-S2_S73_L001_R1_001										13.139901823281907	0.0	8.226683029453016	1.5120967741935485	45.77927769985975	16.733870967741936	3.970897615708275
230929-MiFishU-COL-081-S2_S73_L001_R2_001										21.024719495091166	34.76507713884993	2.498246844319776	1.9723001402524545	0.0	14.538043478260871	5.978260869565218
230929-MiFishU-COL-081-S3_S74_L001_R1_001										18.29252493846353	35.52273610571318	9.411840912035238	0.6995724834823164	0.0	20.475450187848168	3.8217385671719133
230929-MiFishU-COL-081-S3_S74_L001_R2_001										25.365980049229176	0.0	10.260396424407308	2.3578183702552145	0.0	34.43451224251846	5.149630781189273
230929-MiFishU-COL-082-B1_S80_L001_R1_001										7.9467460514347135	0.0	3.6109043799443206	1.0584635739684114	57.60081589900493	15.168554811323357	4.928471016290416
230929-MiFishU-COL-082-B1_S80_L001_R2_001										8.464952176190083	41.43995148708619	8.158990049339838	2.4008379503293917	0.0	15.617850547148487	5.584497918906255
230929-MiFishU-COL-082-B2_S81_L001_R1_001										3.8504325302605142	10.674614375612267	7.601241967888156	1.5757052484765968	49.98090557391203	13.900742192040113	4.197452969598353
230929-MiFishU-COL-082-B2_S81_L001_R2_001										10.850615172597008	0.0	3.000315473126671	1.6105733308981023	43.65317880684743	19.245521111793714	5.771497833197736
230929-MiFishU-COL-082-B3_S82_L001_R1_001										5.109943399777073	10.575990503901217	0.8960495650034018	1.4967936190848425	55.91696703869371	15.287850494347216	3.694214038592377
230929-MiFishU-COL-082-B3_S82_L001_R2_001										8.668085291179919	0.0	2.940026924914231	1.3708545041328295	48.99610602046873	18.96614119656635	5.377744966054341
230929-MiFishU-COL-082-S1_S77_L001_R1_001										4.663616512425913	9.16086097535614	3.5423382205122875	1.5476066687463172	58.42951717444803	12.94409205920072	3.0154933971092857
230929-MiFishU-COL-082-S1_S77_L001_R2_001										8.79172299053759	0.0	3.429690478666251	2.661952791930956	40.30709507469412	24.283387057640983	5.206058715469135
230929-MiFishU-COL-082-S2_S78_L001_R1_001										5.3477602636031705	11.44803633449105	7.440555703980764	1.7454804524000358	45.71867485973818	16.633270994745747	3.1903998575117996
230929-MiFishU-COL-082-S2_S78_L001_R2_001										9.252827500222638	0.0	4.187817258883249	3.054590791700062	30.902128417490427	30.82420518300828	5.454626413750111
230929-MiFishU-COL-082-S3_S79_L001_R1_001										4.257758634046575	0.0	8.845540044312918	1.8205481786771198	47.69061526781426	26.26237585410824	3.475310267891728
230929-MiFishU-COL-082-S3_S79_L001_R2_001										9.342898312700454	0.0	9.31810786941634	2.5828543096636247	39.5113183867619	16.591004167893278	5.932662958429526
230929-MiFishU-COL-083-B1_S86_L001_R1_001										7.146341123514083	11.120866256950542	8.022910656800034	1.5106540128489208	56.58960101453516	4.431623395626907	3.4379921122677923
230929-MiFishU-COL-083-B1_S86_L001_R2_001										12.31656841841214	16.480622099586103	5.323522443803392	4.01354571679418	35.40978580486921	4.3661245592764475	5.858661872709283
230929-MiFishU-COL-083-B2_S87_L001_R1_001										4.694520533113909	6.740794473977675	5.44482097809729	1.2862293342572242	61.87434362244622	9.66187759167632	3.41695267585505
230929-MiFishU-COL-083-B2_S87_L001_R2_001										7.391487933479857	15.62855255892511	7.0255405302989296	3.227482866515813	30.428851379881554	14.856598421445815	6.04354557560928
230929-MiFishU-COL-083-B3_S88_L001_R1_001										7.549839910845376	26.387291928322515	5.833967203835064	2.000672197555324	36.52332348622879	9.278095204401126	4.02787850913658
230929-MiFishU-COL-083-B3_S88_L001_R2_001										10.912596628398578	26.691549769153205	10.148414144451717	3.560878102280165	0.0	24.190267286975285	6.552157223470307
230929-MiFishU-COL-083-S1_S83_L001_R1_001										6.058010035491372	0.0	7.938644800717986	1.3829396646677272	60.06200791416799	12.660629053971363	4.3344347897034226
