Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>100	>5k	>500	>50	>10k+	>1k	>10
230929-COI-COL-077-S2_S144_L001_R2_001										14.327092563479587	6.807679481682626	6.671430613119908	3.7015863941689293	0.0	33.44480968033919	8.531275308465533
230929-COI-COL-077-S3_S145_L001_R1_001										14.723185857529819	5.630375896972866	0.0	13.096991873782255	0.0	0.0	27.17293161621442
230929-COI-COL-077-S3_S145_L001_R2_001										11.852872689255333	14.030318870883429	5.059164567789764	3.2067670959463954	0.0	27.927576866416388	7.880055125219789
230929-COI-COL-078-B1_S152_L001_R1_001										42.55196191744863	0.0	8.016141986796482	8.79483613140831	0.0	0.0	16.980429799988244
230929-COI-COL-078-B1_S152_L001_R2_001										6.249142946696182	0.0	1.5838345054557563	2.965894175955492	47.504260779281836	13.934217485846375	5.816208592081807
230929-COI-COL-078-B2_S153_L001_R1_001										29.782765015327556	0.0	0.0	14.950989668092193	0.0	1.4305718502819513	20.55406274836317
230929-COI-COL-078-B2_S153_L001_R2_001										10.902433485978126	12.68307913560156	3.7164591454414713	2.6170381864284904	22.593952238580027	17.349468266283164	6.8917231200090825
230929-COI-COL-078-B3_S154_L001_R1_001										21.86883991879726	0.0	0.0	16.72011533143076	0.0	1.5048986436788374	23.51201859425108
230929-COI-COL-078-B3_S154_L001_R2_001										8.649857306775722	17.121715849245344	2.311041807643649	3.177498602489041	0.0	29.76992556415311	7.777516255259053
230929-COI-COL-078-S1_S149_L001_R1_001										11.491151217802699	4.481338706851235	0.0	19.216751357981426	0.0	0.0	22.811459611004032
230929-COI-COL-078-S1_S149_L001_R2_001										14.405116523567548	9.603995093744524	8.373050639565447	3.621867881548975	0.0	24.481338706851236	8.5876993166287
230929-COI-COL-078-S2_S150_L001_R1_001										1.390575992167812	0.0	0.0	10.027738999583008	0.0	4.619540584150697	29.339884330184745
230929-COI-COL-078-S2_S150_L001_R2_001										16.60351360661385	0.0	5.292165998875936	4.682995811954965	0.0	26.092789673114925	8.107765106876734
230929-COI-COL-078-S3_S151_L001_R1_001										60.427383401920444	0.0	0.626929012345679	6.207133058984911	0.0	0.0	9.287122770919067
230929-COI-COL-078-S3_S151_L001_R2_001										7.530649862825789	0.0	1.1959876543209875	2.0683299039780523	57.139489026063096	3.9984139231824414	6.509344993141289
230929-COI-COL-079-B1_S158_L001_R1_001										19.94341960674289	0.0	1.7488485188562344	29.124874330738116	0.0	0.0	13.506815365551425
230929-COI-COL-079-B1_S158_L001_R2_001										5.295644244932314	27.86467466273877	4.718150148465082	2.1673563863365364	0.0	23.597764840663064	7.074887189918402
230929-COI-COL-079-B2_S159_L001_R1_001										38.964157752122155	0.0	0.9515981969718373	11.163620953139247	0.0	0.0	13.785973879207386
230929-COI-COL-079-B2_S159_L001_R2_001										6.90005008411563	18.816216979799407	3.728056094209506	2.90231029035945	15.420770781697465	19.05251126892602	7.61150136768162
230929-COI-COL-079-B3_S160_L001_R1_001										55.002598602529304	0.0	0.0	8.655078824276723	0.0	0.0	13.46538083963735
230929-COI-COL-079-B3_S160_L001_R2_001										4.425708841023272	18.159034474793557	2.5858982502742967	3.3181266963099842	34.629554772766646	7.2818617543454405	6.480337240861581
230929-COI-COL-079-S1_S155_L001_R1_001										16.421348211499993	0.0	0.0	15.520215831299208	0.0	2.2776075027070677	31.296456035384583
230929-COI-COL-079-S1_S155_L001_R2_001										18.712720465432124	0.0	5.8243250683649315	6.104208343274543	0.0	27.745150219318372	10.638317396810248
230929-COI-COL-079-S2_S156_L001_R1_001										17.73726524207768	0.0	0.0	14.196282696258432	0.0	3.401057927174493	26.09553697083421
230929-COI-COL-079-S2_S156_L001_R2_001										11.189116614633042	9.40568433653084	9.810090748798913	3.411572493893463	12.308513563791069	16.310519419595916	7.699898089584109
230929-COI-COL-079-S3_S157_L001_R1_001										17.968442290224825	5.035890263409615	3.5616966890930573	10.943114133449082	0.0	0.0	22.45854332955541
230929-COI-COL-079-S3_S157_L001_R2_001										13.39635229528885	0.0	7.854863472312651	3.87839912545114	19.38315368106296	15.087575457972621	7.450545387317434
230929-COI-COL-080-B1_S164_L001_R1_001										30.63877020027212	0.0	10.056572697109303	14.655192991669253	0.0	0.0	16.84171579977562
230929-COI-COL-080-B1_S164_L001_R2_001										5.897166591077268	6.325639128255317	3.290525863509417	2.149523786790156	39.61282314467811	14.476165469171463	4.8731291623898985
230929-COI-COL-080-B2_S165_L001_R1_001										33.349586700102165	0.0	1.0169963778211202	8.920776446549644	0.0	0.0	20.51987554564874
230929-COI-COL-080-B2_S165_L001_R2_001										6.077598216773474	23.357249001578896	3.1543141079223553	2.5773195876288657	12.773985325531717	18.201448871551964	6.1043001764651255
230929-COI-COL-080-B3_S166_L001_R1_001										40.721068904593636	0.0	0.9286660777385158	14.215989399293285	0.0	0.0	16.418948763250885
230929-COI-COL-080-B3_S166_L001_R2_001										5.998233215547703	8.574425795053003	2.0682420494699647	2.5242932862190814	32.12345406360424	19.73166961130742	6.191475265017668
230929-COI-COL-080-S1_S161_L001_R1_001										15.36298894037205	0.0	0.0	16.668789122576726	0.0	1.0001665311560202	28.739359148927836
230929-COI-COL-080-S1_S161_L001_R2_001										11.855059118560387	20.21100477062782	5.457323942282261	3.6538894820881045	0.0	24.82587698245545	8.054230381160428
230929-COI-COL-080-S2_S162_L001_R1_001										26.03145349551542	0.0	1.0124093869025679	5.671458410124094	0.0	0.0	25.12839415161568
230929-COI-COL-080-S2_S162_L001_R2_001										12.854158987590614	7.169185403612237	8.346234181103329	3.867797026661752	19.722324609902937	10.291190563951345	7.889175574394888
230929-COI-COL-080-S3_S163_L001_R1_001										34.36892345766307	0.0	13.890975782216723	3.3288403747569384	0.0	0.0	15.958105002651582
230929-COI-COL-080-S3_S163_L001_R2_001										8.904896588297683	17.934638500972248	3.7077956514053385	3.005126392080608	30.21588297684285	6.414619056036769	6.6311649284072836
230929-COI-COL-081-B1_S178_L001_R1_001										20.752794831237768	0.0	0.0	11.781185491005603	0.0	2.246588563309295	22.84925337122329
230929-COI-COL-081-B1_S178_L001_R2_001										9.282592959974263	27.941610144500146	7.9233800702394035	3.1044744108737032	0.0	11.860271842577946	7.833570145572505
230929-COI-COL-081-B2_S179_L001_R1_001										19.785781432491714	0.0	0.0	13.62319941507696	0.0	3.1316171792656182	17.132737648723328
230929-COI-COL-081-B2_S179_L001_R2_001										11.886471755623711	5.620388745928802	4.619562637091337	3.1221216753867043	14.829128407698954	18.660564222840485	9.017880033803994
230929-COI-COL-081-S1_S175_L001_R1_001										3.4687225125472136	0.0	0.0	10.808713199151446	0.0	2.25177213225022	27.39069695244994
230929-COI-COL-081-S1_S175_L001_R2_001										17.52056708232007	11.753505458684742	8.761835773787965	4.659802349045377	0.0	13.138096962798157	10.326486262741243
230929-COI-COL-081-S2_S176_L001_R1_001										1.6990116153235697	0.0	0.0	12.984272419017387	0.0	2.257232522905995	29.18710771228627
230929-COI-COL-081-S2_S176_L001_R2_001										18.200346295361086	0.0	6.48582353365558	4.9004400836880455	0.0	28.630690426376166	10.294170694755069
230929-COI-COL-081-S3_S177_L001_R1_001										19.292348325275302	0.0	0.0	9.123948181212961	0.0	2.1522040446593254	25.605989500911303
230929-COI-COL-081-S3_S177_L001_R2_001										16.83128335534286	7.081973654053936	4.631822497735383	4.4015410304822815	16.770165999105068	14.56994117454462	8.83036659499929
230929-COI-COL-082-B1_S183_L001_R1_001										40.566505795859456	0.0	0.0	14.484386510907644	0.0	0.0	16.02694210154406
230929-COI-COL-082-B1_S183_L001_R2_001										6.221340189135958	0.0	0.0	2.3408957647377204	41.08670485469006	20.523807376001685	5.362861395516666
230929-COI-COL-082-B2_S184_L001_R1_001										25.86559395272249	0.0	0.0	14.660669488434802	0.0	1.152651762131577	23.8653066186303
230929-COI-COL-082-B2_S184_L001_R2_001										5.638378993667598	41.84247460961243	2.547327240377071	2.339562589101197	0.0	13.491440759446109	7.317073170731707
230929-COI-COL-082-B3_S185_L001_R1_001										27.911403547379077	0.0	1.0243827296333787	14.744069363144227	0.0	0.0	22.725672285550814
230929-COI-COL-082-B3_S185_L001_R2_001										7.18828396637472	35.20751727476784	5.976849610492496	2.442674178073148	0.0	18.37067030500418	6.21121429514546
230929-COI-COL-082-S1_S180_L001_R1_001										18.568357275481286	0.0	4.4151275285839935	5.392358057265708	0.0	1.4267565718753052	25.195934721000686
230929-COI-COL-082-S1_S180_L001_R2_001										15.907358545880973	0.0	8.736440926414542	3.992963940193492	22.241766832795857	13.664614482556436	7.271572363920649
230929-COI-COL-082-S2_S181_L001_R1_001										14.403409877203826	0.0	0.0	8.019115978263878	0.0	1.4253950973789338	28.098273841924144
230929-COI-COL-082-S2_S181_L001_R2_001										14.135859988375419	0.0	6.780083217241284	5.099131846740043	13.303687575536715	21.662315136865608	9.30520061628733
230929-COI-COL-082-S3_S182_L001_R1_001										39.34754191531685	0.0	0.8638817845978971	7.420289855072464	0.0	0.0	15.316851378232451
230929-COI-COL-082-S3_S182_L001_R2_001										10.437055981813014	5.772094344984371	3.170218812162546	5.281045751633987	35.4668940039784	6.639386189258312	8.48877522023302
230929-COI-COL-083-B1_S189_L001_R1_001										27.937175232872036	0.0	1.5994280897557647	8.324708443145079	0.0	0.0	21.150009069472155
230929-COI-COL-083-B1_S189_L001_R2_001										12.811429668910918	9.039596248439517	2.725109633913424	3.668334738212354	20.335890568815955	12.212844506567365	9.783292965290597
230929-COI-COL-083-B2_S190_L001_R1_001										10.682144129055855	0.0	0.0	12.61586439894892	0.0	1.7075260123396188	27.883495519428642
230929-COI-COL-083-B2_S190_L001_R2_001										15.691143772920215	9.39524318289009	7.095761985889329	5.1909175786626625	0.0	22.279653104636502	11.025766894785981
230929-COI-COL-083-B3_S191_L001_R1_001										15.365316774485018	5.590533772937433	0.0	6.362404237117068	0.0	0.0	21.79308488652639
230929-COI-COL-083-B3_S191_L001_R2_001										15.482587255966857	6.054809531590938	6.512356656061058	5.439620120538676	11.51846048849884	8.824123114780887	11.925062239866197
230929-COI-COL-083-S1_S186_L001_R1_001										9.243289791264903	0.0	0.0	12.947397785297579	0.0	1.4784897330470959	27.94333466749142
230929-COI-COL-083-S1_S186_L001_R2_001										16.964426493953837	8.713265169983869	8.365171196739803	4.037647515433783	0.0	19.24098533638977	10.452522165217285
230929-COI-COL-083-S2_S187_L001_R1_001										5.107086919029266	0.0	0.0	11.442549671787832	0.0	1.908558154268518	35.88775671823029
230929-COI-COL-083-S2_S187_L001_R2_001										16.634989352902874	10.813403023423614	11.368635939672316	3.742322651039192	0.0	19.749045280960175	8.836210689333544
230929-COI-COL-083-S3_S188_L001_R1_001										21.0496555978205	0.0	2.7543607141633255	9.016997361296735	0.0	1.1745656420273465	25.257873273705496
230929-COI-COL-083-S3_S188_L001_R2_001										15.168260169288237	5.967067612487577	6.22751105171173	4.745382269284808	19.243685960042495	10.571090778246118	8.89020252904287
230929-COI-COL-084-B1_S195_L001_R1_001										34.05033617558412	0.0	0.0	8.051040298135792	0.0	1.396223498802133	22.22193599354268
230929-COI-COL-084-B1_S195_L001_R2_001										9.96848622238251	0.0	6.678860008415123	2.767545102484179	29.27775917291361	12.184754888070275	9.948736443494164
230929-COI-COL-084-B2_S196_L001_R1_001										25.153732522587518	0.0	0.0	13.521591260434917	0.0	1.8413549074169502	20.43096636779003
230929-COI-COL-084-B2_S196_L001_R2_001										8.660551719399498	13.582568964924938	6.123535676251332	3.0986979971830015	9.50908653680992	17.58304991583359	8.722388264797829
230929-COI-COL-084-B3_S197_L001_R1_001										20.94852445994716	4.842775983837268	0.0	11.008271312876655	0.0	0.0	21.01586917856711
230929-COI-COL-084-B3_S197_L001_R2_001										8.494931878226934	7.799036452487437	4.00442057640172	3.5960352955397075	16.561620417537256	16.500319455716532	8.12108235050336
230929-COI-COL-084-S1_S192_L001_R1_001										24.96893417595683	0.0	0.0	13.977845629482355	0.0	2.713377831427963	19.62383725058581
230929-COI-COL-084-S1_S192_L001_R2_001										10.383973585173614	15.166335297876874	5.8705531491869625	2.645033018532983	9.410281900163318	15.098878079954556	10.008520911737556
230929-COI-COL-084-S2_S193_L001_R1_001										26.731201683186473	0.0	15.301168772258308	8.041461978709236	0.0	1.8269908216150483	18.616389835252335
230929-COI-COL-084-S2_S193_L001_R2_001										6.5570922567631476	5.5195776591740415	3.1955449605744453	3.5487824886838526	29.797419242759116	14.723055987183075	8.563597232007567
230929-COI-COL-084-S3_S194_L001_R1_001										26.710435383552177	0.0	2.087874116208601	21.541916963478815	0.0	1.8273882302907873	18.52639413109351
230929-COI-COL-084-S3_S194_L001_R2_001										5.317367497740683	0.0	4.663494763702089	2.160969645420233	24.56940088246239	27.78294614853011	6.678273350699058
230929-COI-COL-085-B1_S201_L001_R1_001										36.36410930042009	0.0	0.0	8.361404102017193	0.0	1.7557778095696395	22.118898672111744
230929-COI-COL-085-B1_S201_L001_R2_001										7.908803599994798	16.759224336381017	0.773842812365878	4.055196452028249	21.672801050865534	19.96384398288442	6.3481122137106745
230929-COI-COL-085-B2_S202_L001_R1_001										12.389098104295654	0.0	0.0	10.3816940065105	0.0	1.8223016531563159	32.48547903236101
230929-COI-COL-085-B2_S202_L001_R2_001										10.673709070019786	20.421905916895387	1.5063509287036445	3.553647794727772	0.0	25.137231122742072	8.374289908725347
230929-COI-COL-085-B3_S203_L001_R1_001										27.323805434582592	0.0	0.0	15.60448997117095	0.0	2.038888548119978	17.22750414034227
230929-COI-COL-085-B3_S203_L001_R2_001										12.1805802613016	6.246703060786358	2.5492240691897194	2.9577378396614122	28.41317548917377	13.22946696926946	8.140832975525978
230929-COI-COL-085-S1_S198_L001_R1_001										27.054916621675307	0.0	10.417961229333686	6.175191255717298	0.0	1.8641702405085212	20.420304175537606
230929-COI-COL-085-S1_S198_L001_R2_001										5.9368219462752245	10.095042122098057	5.2013405726975455	3.5123819613515748	25.733698697118175	12.811841046380149	9.045809691647905
230929-COI-COL-085-S2_S199_L001_R1_001										23.9842188860993	0.0	0.0	11.13772608495158	0.0	4.852180150637905	23.01327048214377
230929-COI-COL-085-S2_S199_L001_R2_001										17.137623610185994	0.0	2.853922221652918	4.0464723061946	22.842906184352103	13.944253727519598	9.272685351232258
230929-COI-COL-085-S3_S200_L001_R1_001										30.28680424690904	0.0	0.0	11.960518453830952	0.0	5.224755251183527	14.552787608585744
230929-COI-COL-085-S3_S200_L001_R2_001										14.669991267178379	14.21726340947741	4.470974858666176	2.8439123040860412	18.97320402629039	8.173231603621822	8.147952383141059
230929-COI-COL-FN-3-17_S139_L001_R1_001										32.87686388277668	9.509643634217998	1.284588624322364	5.170315553971162	0.0	0.0	13.568697832794502
230929-COI-COL-FN-3-17_S139_L001_R2_001										8.452470220900073	11.474019348732007	1.7873606313537966	3.3743500227415213	18.595188631697994	9.883342143111777	8.698324503067033
230929-COI-COL-FN-3-19_S140_L001_R1_001										17.643367066760806	0.0	9.550613216181585	2.69279046050051	20.393687403572084	0.0	16.66928166104443
230929-COI-COL-FN-3-19_S140_L001_R2_001										9.750006537485945	3.584503543317382	3.933605292748621	4.776287230982454	16.26788002405795	3.8205067859104105	10.008890980884392
230929-COI-COL-FN-3-20_S141_L001_R1_001										23.868982193888765	0.0	0.9892284018465597	4.573689664918507	16.261030681782497	0.0	18.13459787080363
230929-COI-COL-FN-3-20_S141_L001_R2_001										7.029488427597902	3.6899789592689127	5.733756241560155	3.7967528185158432	17.080677071883933	7.716609615928148	11.519015168168828
230929-COI-COL-FN-3-22_S167_L001_R1_001										12.863843201057529	0.0	0.0	2.9520553168772405	22.237969341841016	0.0	21.88842565523553
